Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10
0;11;61;73;-62;19;63;64;-46;9;-11
1;-13;-26;-58;-13;16;-46;-28;-77;33;-100
1;28;-37;71;-87;48;-86;-63;67;-60;2
0;32;92;53;-3;-93;-1;27;34;-95;-27
0;41;49;58;-39;-7;-49;3;81;-83;85
0;84;-57;-80;-34;-5;-62;-23;-56;-7;77
1;-43;16;-95;6;67;22;6;96;-37;-54
0;-30;67;91;13;-64;29;69;-97;99;32
1;53;-61;-18;-27;-83;94;86;83;49;-40
0;-24;-69;21;-81;35;-36;-56;4;-54;9
0;-10;27;92;98;99;59;43;-63;-28;-2
1;47;84;6;-83;-67;93;67;61;37;98
0;-58;26;19;-52;-23;-5;-34;20;90;-85
1;49;31;-67;53;93;-73;55;-40;-5;-79
1;3;0;80;-25;64;57;53;86;50;-71
0;76;19;22;-27;-53;75;27;-95;53;31
0;-78;94;62;81;53;47;-6;47;-75;-6
1;96;-1;33;-56;-41;-50;-2;74;-53;-14
0;32;100;-60;49;76;64;-55;-71;-99;-69
1;-24;42;83;-6;77;-1;73;-5;96;-26
1;71;96;-41;-3;63;58;90;-34;6;-11
0;17;65;-69;70;4;29;-17;55;26;15
1;-82;47;-43;37;-48;48;42;-1;85;-100
0;2;42;-82;-81;-57;20;-35;-90;-100;38
0;34;57;-44;55;35;-33;-69;96;-12;-64
0;-91;67;-28;-70;81;-53;-20;-30;-82;19
0;-32;30;-62;19;84;-93;42;91;84;60
0;53;17;19;-36;-2;41;85;-79;1;-58
1;84;-1;68;84;71;20;-53;-73;12;-83
0;34;-60;16;-37;-39;-43;87;-26;-5;-54
0;-9;-22;-43;-44;-93;60;61;81;-26;84
1;-54;23;46;-71;76;-99;-70;83;-32;30
0;40;72;-58;-58;-100;96;20;35;-54;-26
1;-78;23;67;-12;5;-42;-72;28;-24;91
0;-98;-27;81;-5;43;-30;8;37;27;-88
0;-64;-53;-33;19;49;16;54;-29;-18;7
1;-41;-8;3;35;-61;52;15;-66;-54;-59
1;75;5;18;68;3;-69;12;-7;-54;-99
0;-50;-72;88;-15;67;93;-81;94;54;-64
1;23;55;-47;71;2;-28;44;10;-43;38
0;60;46;38;41;35;-23;-50;99;48;71
0;-56;29;50;-58;-42;15;54;-76;-54;52
1;-48;-59;39;-79;60;91;76;-26;79;-97
0;-60;10;-43;-59;-47;48;49;65;57;15
0;15;63;-39;89;-14;16;77;-41;-9;-79
1;-36;6;74;34;-69;31;-37;36;65;-80
0;-69;13;13;-60;-42;50;-54;52;23;-78
1;-93;71;32;-62;-69;41;0;7;17;-86
0;92;100;-90;-23;-95;36;-3;94;56;-22
0;-78;-69;17;-92;-38;51;76;-8;-52;-27
1;-27;81;66;-21;48;-96;52;48;-26;-98
0;6;-40;0;-65;-95;-57;88;30;-32;-27
0;73;-61;-43;-47;36;98;-10;-36;93;93
0;-28;38;40;-6;-21;-10;-1;94;-51;54
0;-33;-51;67;-46;11;-24;43;42;-29;-26
1;-94;-27;-33;-48;-95;-53;-40;-44;71;-64
1;-89;16;-50;-31;69;6;20;-36;2;-20
1;-64;7;50;-37;38;-70;-30;-94;26;2
1;91;54;-2;-38;83;-5;15;-72;-18;-29
0;48;70;94;27;43;92;97;-12;89;13
0;-6;-99;53;-18;60;26;-54;-81;-96;-54
0;0;36;-83;-66;-62;90;-67;23;55;-43
0;-58;-17;-42;-35;-64;-86;79;-6;6;11
0;69;-89;47;-83;-69;-12;76;59;66;-79
0;67;16;24;35;43;4;64;-58;34;2
0;53;-63;-53;-72;-53;-36;75;46;20;85
1;-80;-28;-54;96;-27;-19;-99;-6;-6;32
1;28;-60;-84;-43;-31;-2;74;-88;-63;-86
1;34;-95;-84;60;-48;-88;-16;-36;-66;50
0;-45;83;-26;-36;99;-5;-68;-94;37;69
1;-22;-76;18;-23;-98;60;69;28;-61;-17
1;-29;2;-49;13;68;-17;91;-62;75;-2
1;-93;11;31;80;91;10;55;20;92;-17
1;-59;-75;-25;37;7;27;-42;-30;-8;57
1;-95;-74;-37;-86;-79;31;31;-73;-92;-63
0;72;-21;60;-16;2;-29;-21;34;-73;-95
1;-92;87;77;-23;-35;79;50;96;10;-38
0;35;-12;-36;98;70;75;84;16;11;-3
1;-98;17;-31;47;-89;57;-3;-63;52;53
1;20;83;94;-16;-67;-24;-41;36;94;-67
0;-56;-22;67;-81;91;-7;88;-32;-86;-60
1;-22;99;-33;-55;76;38;52;-56;-34;24
1;-12;75;25;-66;4;-69;-59;6;20;-73
0;-82;10;-42;41;-87;-46;-30;95;5;-12
1;-9;-56;12;-36;41;-56;82;32;-21;16
0;-50;-53;-42;-41;68;-82;50;31;26;-34
0;84;-11;-25;10;-91;82;-68;45;52;-12
0;24;54;-29;20;50;48;-48;-36;45;82
0;37;3;-39;90;-72;-12;17;-84;-62;91
0;-69;76;24;-87;-28;43;-85;39;-29;-76
0;-63;-49;89;-20;55;-85;38;-54;-43;51
0;35;0;-44;75;21;39;67;94;-92;-18
0;57;24;3;-35;97;37;8;98;-16;-47
1;75;-20;-69;-65;42;45;66;14;47;-82
0;77;14;14;18;63;-91;-17;54;-96;-63
0;44;1;-89;-32;-46;-44;-27;-86;-50;56
0;9;96;89;-77;-49;-10;44;36;-28;34
1;-67;-37;-97;24;-9;-72;-46;-19;-88;38
1;26;-46;-24;96;-87;-70;-47;54;-57;86
0;-84;-67;-99;33;-28;95;95;-27;0;78
0;-16;-63;53;-62;42;-52;-29;45;61;8
1;-62;32;-66;34;48;67;-34;97;24;97
0;52;-59;-13;69;94;74;-26;-54;76;10
0;-76;21;-31;36;95;-56;-8;70;-38;-7
0;-17;11;-45;1;-25;-53;19;-6;84;-92
0;99;82;38;-60;-25;38;-74;60;84;59
0;94;-42;45;7;-84;85;74;55;46;89
1;34;40;4;-92;88;80;-75;-15;78;95
0;-5;-57;-70;-74;-12;-69;9;68;-73;-36
1;-76;-6;83;-5;-50;5;-54;40;89;-77
1;-100;92;87;51;-3;-20;-45;-55;-37;81
0;31;-4;100;-75;-25;-90;-34;-83;27;-97
0;-42;-47;90;-100;1;-8;-73;76;24;43
0;-70;7;-64;-89;-24;97;40;23;28;11
0;84;-52;87;-97;84;81;-61;-17;-46;77
1;-82;-86;52;-84;-35;36;-39;-79;-2;-95
0;33;64;84;-92;82;23;98;25;-22;56
0;75;-12;-34;-50;-42;-11;-62;-22;79;-67
0;73;-12;36;-92;100;37;-66;37;-44;-8
0;-94;-41;-40;17;-48;55;13;82;53;6
0;-6;36;-18;-19;-26;-22;-93;-6;-61;-33
1;84;-32;-17;-28;-35;-43;-3;-61;100;-34
1;-8;91;-7;-52;56;-53;-64;41;31;-78
0;-88;86;-26;-95;-97;-74;57;33;61;-35
0;91;63;94;-83;94;-78;-95;53;-21;1
0;70;97;-15;77;-71;-49;19;66;-42;45
0;-99;66;34;96;-95;41;63;7;31;1
0;50;-91;-84;5;42;8;7;24;-43;-22
0;24;18;13;-55;68;28;-63;-90;55;3
0;48;55;68;87;-60;51;-96;17;83;75
0;68;37;-33;-99;32;48;13;58;-33;18
1;-91;69;-35;49;16;45;17;-84;-6;58
0;-73;2;-54;98;69;79;-53;16;-73;93
0;-28;42;-33;-58;35;-31;-55;-58;0;77
1;-51;-63;-32;-77;58;-31;35;11;59;33
1;-3;62;-38;85;-19;45;61;100;3;77
1;-12;22;-91;72;-33;-92;92;87;29;18
1;46;-58;-4;-16;-78;0;-59;-46;-54;71
0;18;88;-44;18;26;61;10;-32;27;-53
0;-84;48;12;-31;-74;-67;-93;2;25;11
0;-95;86;43;67;94;-65;37;14;-25;91
0;0;43;49;11;70;-2;42;4;-78;-76
0;73;44;26;-45;-38;66;-91;-27;52;84
0;-100;67;1;-19;-46;87;-28;-31;44;36
0;-4;35;-6;21;-68;76;46;-65;-24;-74
0;31;10;95;-99;-51;19;-89;27;79;60
1;-40;-28;-13;-3;-80;30;-61;-8;9;-36
1;-76;99;-35;-99;33;97;-87;-28;-74;74
1;62;50;83;79;-99;-8;-29;65;-12;-29
1;-52;-39;15;63;-67;96;-28;99;-27;-73
0;67;85;51;-74;32;27;-62;-96;91;74
0;44;-94;-24;-50;48;-44;-46;-84;60;83
0;78;-9;31;-54;47;-14;85;-31;5;53
1;-71;97;-69;-21;-97;14;-44;-19;-92;-85
0;69;14;97;71;-23;-52;-27;50;22;-94
0;49;-18;-73;56;-72;-71;82;-60;57;4
0;76;55;100;85;29;93;52;-72;17;-66
0;-24;-17;73;-54;-57;-71;92;8;97;32
1;20;5;32;-14;50;90;-62;56;100;44
0;38;-94;7;58;23;-42;16;59;-27;0
1;-26;41;-16;-29;93;1;-96;65;73;27
0;-38;10;56;-53;79;94;91;18;-8;4
0;75;90;-88;24;-45;58;81;5;22;-29
1;-39;33;5;-57;25;-74;-66;29;-55;-12
1;45;33;66;27;-65;46;43;-4;19;63
1;91;72;-82;-91;27;-35;3;31;61;-35
1;-86;-96;40;-7;27;-2;-50;-31;-38;52
0;-81;25;-40;31;68;-11;-82;29;54;69
0;37;-70;42;-19;-90;5;-42;46;-11;-71
0;-97;2;22;46;-2;-93;-27;32;77;-64
1;-23;76;-88;-34;92;20;-46;35;-88;-16
1;48;14;8;-70;-19;90;-74;-13;-67;54
0;-53;77;55;-62;-96;-86;11;70;4;4
1;-99;-88;39;2;-53;-67;81;77;-89;52
1;-76;-23;-47;3;-62;52;24;-62;-89;87
1;71;63;-19;50;-2;-23;-24;68;1;52
0;-35;48;31;39;-68;-20;95;-85;-60;-73
0;-81;-54;60;86;-8;60;-22;-45;50;-95
1;-99;81;-26;-83;-42;17;15;14;-10;-29
1;24;43;100;70;2;22;-3;99;-69;-64
0;-47;17;57;-82;10;77;23;-86;72;89
0;22;30;-80;9;33;-58;16;-55;-98;-32
0;-23;86;3;95;-96;-82;-43;95;-10;-26
1;20;-4;-33;-75;-84;74;85;25;24;-91
1;-41;-61;0;-97;-80;19;51;64;83;-78
1;-78;36;-52;-58;30;49;-45;61;87;-59
0;12;39;-5;-57;89;-31;3;43;-64;86
0;77;-22;92;70;-51;-69;2;45;26;58
0;-13;-73;98;82;32;20;-54;77;43;28
0;21;-77;85;20;37;27;-71;67;92;18
1;-90;-100;-65;-13;40;15;35;90;-87;30
1;-42;67;41;-86;24;73;46;-90;3;86
1;69;-26;23;-83;-65;97;-62;-29;51;55
0;-6;-23;-82;57;25;-17;-75;53;-67;95
0;-39;-82;-22;-39;41;48;-39;62;-74;-92
0;-18;99;-72;-48;13;-46;-27;20;77;-17
0;93;52;-24;-83;-95;-2;-35;85;10;67
0;64;85;-68;96;11;-13;-57;-46;87;93
0;-68;-12;-1;41;36;5;-74;17;-43;-88
0;-48;18;-34;16;-29;38;-73;43;-12;48
0;32;-48;67;33;-93;-4;-2;-72;-44;-95
1;-9;-39;-36;-43;-81;-76;-76;-45;51;70
0;83;-14;55;-84;49;-97;36;-31;25;11
0;36;75;15;-63;72;25;32;76;-33;-95
1;96;-68;-24;-36;-83;-73;17;63;54;34
1;6;13;-99;57;-96;67;-72;-83;-67;6
0;-91;61;-23;27;-75;-63;-30;4;-80;-33
0;35;-10;-35;67;76;74;-16;29;53;-75
1;-86;88;96;95;-2;78;-89;-68;54;-68
0;-78;-45;82;-94;48;-64;18;19;46;49
0;40;-43;50;-75;67;35;68;77;79;-10
0;-88;-38;15;-63;-65;-12;-64;-5;29;75
0;-48;86;-16;92;10;-50;-21;-97;-43;99
0;79;-46;-1;14;-9;27;-20;-80;-7;59
0;76;68;66;72;30;-74;-87;65;76;-71
0;60;-83;48;-50;-39;52;-12;-84;31;87
1;14;-2;6;-67;-99;31;41;21;-23;-69
0;49;-3;-87;-10;-61;-4;-54;31;7;61
0;6;28;-88;-76;-2;-77;58;-59;66;-83
1;13;-18;-44;42;-11;-61;-34;-6;75;-97
1;74;2;-26;-80;-62;-85;51;-53;-68;-33
0;-19;-76;-66;36;92;-79;-57;14;17;60
1;-27;41;-11;16;-73;-51;-98;82;-45;-12
1;-64;-83;99;84;-41;40;-63;-86;-60;-21
0;-1;-3;78;-78;43;-5;12;22;-59;-57
0;33;49;-72;84;-24;-89;55;-23;83;-97
0;-6;-27;5;12;-81;-80;21;-8;87;88
1;47;10;-72;-40;54;-86;-48;29;-79;-12
1;60;67;-29;-55;90;82;-20;38;82;-27
1;86;-14;42;-19;24;-23;-34;72;-87;-73
1;-24;14;-13;-84;84;21;97;-7;17;24
1;96;95;-63;-87;19;54;-98;1;28;53
0;-24;56;-72;-97;59;-38;-57;91;-33;-32
0;-32;-90;55;33;22;2;-47;-89;-40;-50
1;35;-80;41;8;96;-31;38;98;-43;-16
1;48;-92;-12;19;-77;26;-63;-56;-52;27
0;83;65;-39;34;-85;31;43;59;87;-45
1;-42;63;84;32;-18;-98;37;49;16;-54
1;-56;2;49;9;25;27;-61;8;-18;86
0;-61;1;45;-56;26;73;-89;-95;-49;-46
0;38;43;-49;-28;-88;-71;-93;-84;56;6
1;73;48;-52;80;-85;15;-47;41;-5;63
0;38;77;28;13;-32;25;-23;-99;3;9
0;18;-7;0;19;12;10;-11;3;86;30
0;1;98;-52;4;-17;60;4;-50;99;-25
0;-76;50;-21;20;15;45;52;56;-56;89
1;-94;-32;60;77;84;-46;39;3;-35;-94
1;-27;16;-74;22;80;59;59;-84;-99;97
0;-80;-92;-4;43;89;45;55;27;-20;46
1;-24;-67;50;77;6;-98;-42;-21;-85;79
0;-15;-21;58;40;-51;-70;-89;69;37;-41
0;79;100;-6;57;-4;-92;-41;12;48;-56
1;-18;3;-79;94;-50;-20;50;4;11;-12
1;-42;94;-13;25;-35;-30;39;-93;-19;-28
0;-63;79;-85;-95;-34;-97;34;47;-31;-97
0;-78;82;85;15;88;9;20;-1;-16;50
0;71;26;97;-61;27;66;23;43;2;-62
0;-34;2;-45;-9;-19;-87;38;-24;-86;2
1;-47;-87;4;-20;50;99;35;71;-14;82
1;-38;38;-69;78;-91;89;-63;-69;62;49
1;-5;79;-62;-75;37;-16;97;12;-71;-35
0;34;-43;-23;-32;71;45;-90;-8;-86;-93
0;-71;-88;2;-30;92;-45;2;93;19;-6
1;-27;-36;40;23;-99;-85;-44;47;86;71
1;-29;-15;35;-19;-38;41;-74;-92;-80;-1
0;-44;-11;17;53;25;-46;73;24;17;95
0;-9;-13;-16;58;-67;-65;-46;28;88;0
1;92;-65;95;-33;-23;-37;90;-89;-12;-80
0;73;-59;87;-27;63;11;2;-65;-70;74
0;47;-80;-25;26;6;38;15;-88;48;26
1;62;95;22;-43;-31;35;-68;-50;51;-48
1;-91;-19;92;6;68;95;71;-83;83;60
1;-9;-89;-2;-23;53;-68;-98;-30;-80;85
1;75;97;-56;95;84;-35;83;-42;-88;29
1;83;17;-2;-4;60;17;78;36;43;-37
1;18;-44;-60;61;18;-95;-63;-96;14;63
1;-52;25;81;28;62;-49;-94;63;-29;82
1;-53;26;-36;-65;2;41;22;64;-53;-9
1;48;-18;20;-28;-11;83;-39;-67;77;50
0;-39;18;21;-97;95;26;-11;-45;-37;27
0;-53;8;44;-21;-54;52;-2;-76;-74;-21
1;-56;88;0;-77;62;-8;-25;-44;-77;3
0;36;-99;-76;79;18;-68;-97;51;100;86
1;48;51;87;-72;96;5;55;-44;-55;78
0;-72;94;17;-35;-28;-41;-37;-96;80;18
0;-39;65;-78;97;95;95;-15;-18;-77;-4
0;87;-57;-15;60;-61;-47;-6;10;17;-32
1;43;-60;-56;99;-42;23;-15;91;-74;-89
1;-46;38;23;-33;-61;-9;14;-36;-65;-23
0;57;-53;68;44;-4;88;88;19;98;-92
0;30;-16;13;-62;-7;20;-65;-84;95;22
0;-5;4;8;-18;-30;31;11;-29;-92;56
1;74;81;56;-1;-76;-79;-32;10;74;100
1;-82;-64;85;5;-8;39;74;-71;-36;-83
0;-58;-6;14;26;29;89;22;65;79;17
0;-17;-3;61;-41;73;-32;-81;100;19;79
0;97;-99;-83;-67;26;4;91;-39;66;40
1;64;-30;-95;-57;8;27;53;48;-15;32
1;55;100;19;-95;-47;-67;63;-20;-24;66
1;-66;-99;-18;-31;-10;-32;100;-61;-95;-19
0;-11;-82;32;35;12;0;-70;-83;49;-44
1;34;37;36;36;-31;-78;66;55;45;74
0;-59;53;78;97;-4;44;-23;34;64;-80
0;-82;-3;22;-50;-69;76;-62;21;54;-10
1;-20;-9;69;-29;33;-56;-14;-48;63;28
0;27;40;-94;11;-88;-49;-77;-64;76;48
1;94;64;-92;-77;86;4;-45;96;88;-27
1;-20;-8;88;-32;-55;-88;-96;48;-87;77
0;-15;-51;19;-97;33;17;-75;-24;-71;76
0;-77;22;49;-32;28;-23;-67;30;62;37
1;-30;-84;-50;31;51;-35;77;-57;-95;-5
1;-32;-70;49;53;-67;36;92;-92;-48;-79
0;-53;-3;65;65;-11;-99;-64;-77;-81;-52
1;-31;5;65;37;91;-74;49;-38;3;24
0;-98;49;-81;-17;-43;71;-47;-90;-99;-100
0;-42;16;-55;77;-87;-28;-5;-38;54;93
1;-34;67;-7;28;-60;16;52;-31;53;-17
1;18;-69;-43;93;-36;60;76;77;-98;51
1;78;-85;50;47;15;36;-14;-17;-24;93
1;-89;-56;-85;72;-13;-64;-87;34;-64;-89
0;29;-92;-5;41;67;47;6;-97;23;80
1;-75;-15;-11;-15;-94;-23;-18;-29;68;44
1;33;-33;-64;63;49;35;76;55;-79;73
0;-33;10;-2;-63;50;-75;74;-33;28;-25
1;55;87;-62;-66;28;-17;36;-23;89;24
0;80;-53;-24;47;-38;73;-17;43;-6;51
1;-86;-25;-15;-87;-90;-30;31;-67;-27;35
0;5;99;-1;-75;-64;12;28;-29;-94;42
1;-8;-84;-72;80;-55;-70;-2;64;-51;-51
0;-35;48;-38;88;96;-3;-84;-74;18;-30
1;-61;-28;-87;-42;83;-67;67;-26;-39;-41
1;-16;-66;-70;53;-87;72;35;-76;75;-31
1;26;-63;35;-35;38;-97;-57;24;-8;22
0;-26;74;-84;-31;-52;75;-99;3;87;-24
1;-25;85;-48;-42;-86;10;24;-44;-35;68
1;-28;4;-18;-62;89;65;-23;45;-85;62
0;18;18;53;41;77;66;0;75;-35;-50
1;-26;46;-68;-88;-44;-30;-97;33;10;35
0;12;-52;-75;60;-7;99;-61;-11;-79;99
1;66;-35;-11;30;-3;-11;3;-91;68;-39
1;-100;76;-14;73;54;-60;26;-71;-60;-84
1;60;97;69;50;29;-51;-92;52;40;-74
0;-36;-84;-77;8;38;55;-100;-21;-81;62
0;-100;-74;30;-67;72;-76;-67;-11;46;-32
1;48;41;43;44;15;72;20;-49;-79;4
0;67;1;63;18;100;-89;96;-50;-98;-73
0;96;-39;52;-12;-49;60;63;-93;6;25
1;21;82;67;52;24;-40;-14;84;37;-5
1;-88;-78;-41;-46;88;-12;39;-79;63;31
1;-47;33;-14;12;71;55;-57;-39;-73;-68
0;44;-61;-100;43;45;-7;-16;-15;94;-76
1;-15;-61;-46;53;23;66;-28;42;68;-90
1;47;31;-51;-3;64;-98;-3;6;-82;-17
0;37;-47;-7;92;-19;35;-5;26;92;-23
0;23;98;92;1;-70;-73;-37;8;-13;74
0;23;-83;-47;-24;-25;-54;33;98;-40;84
1;43;-44;-30;-41;9;-71;75;-88;-20;-3
0;56;13;84;-98;78;80;-44;86;-33;89
1;46;-65;-16;17;81;56;-85;-69;-60;64
1;-15;49;-40;81;-81;100;-23;-46;-95;55
1;0;-73;18;68;-77;-28;-93;70;60;-94
0;9;18;33;95;61;-17;42;-59;-54;69
1;-88;83;-73;91;36;30;88;-59;-35;-5
1;30;35;-67;97;-97;83;75;-17;-58;-1
0;-77;82;-36;66;44;-24;-43;-83;-83;94
1;-27;80;86;77;-55;95;11;96;29;-36
1;1;-96;-43;-70;-85;-35;-68;-97;75;79
0;-77;73;-40;-78;48;89;-12;41;-55;60
0;-51;81;24;48;-9;-6;-64;-30;-59;-66
0;-26;18;-99;96;78;71;-46;-33;-100;-27
0;36;-4;90;67;74;92;-88;71;82;-43
1;69;-26;75;2;-4;3;69;48;10;-30
0;94;-39;-12;72;42;-99;-4;23;90;4
1;-53;-12;70;-69;44;51;85;66;-89;87
0;55;-43;-76;-22;28;41;24;52;-58;65
1;-4;-52;-3;-26;23;30;6;-93;33;84
1;12;-2;99;89;43;-22;55;63;-69;46
0;87;79;-94;45;59;8;44;-11;-8;-36
0;-27;-30;58;-9;-5;-97;-41;96;22;-44
1;-48;1;33;88;-10;-73;-35;61;56;-14
0;-97;5;48;-94;16;-15;-15;-87;59;14
0;-35;-39;-48;-66;-11;-25;-100;10;22;-32
1;54;60;-56;54;-25;46;88;20;18;91
0;41;-89;63;-2;-9;49;-86;82;96;97
0;-4;63;97;87;-77;99;-87;-52;-88;10
1;79;-96;32;-35;67;3;53;-24;-65;77
1;-31;31;-8;-92;-98;86;65;7;-8;16
0;-10;14;-10;-62;66;-1;52;-88;39;79
0;-4;40;66;-24;2;-55;81;15;-15;-13
0;81;-78;12;93;7;-20;90;-68;20;22
0;-58;37;-30;-27;-86;24;-49;33;80;46
0;-13;-12;39;28;-82;-38;-49;-44;11;-29
0;59;41;-4;-44;9;37;-1;72;-20;-80
1;-48;4;-57;46;99;-15;100;-48;46;-42
1;46;-2;11;-96;-19;66;-98;-12;-70;-36
1;-98;70;25;-39;-33;31;-49;98;-70;18
1;-14;98;61;-64;-42;-66;-96;79;-70;90
1;-83;-10;-32;85;91;-96;85;-21;79;76
0;-100;-24;-30;-32;0;-12;45;82;-47;-9
0;-78;78;-34;-39;-19;38;-69;36;93;3
0;22;-68;91;-23;-21;25;63;-80;-65;-67
0;51;61;-74;45;21;97;-35;-65;-72;61
1;-43;89;-17;15;-95;49;13;-85;31;-71
1;-29;-71;95;-29;58;55;-86;8;51;44
0;47;-23;93;-15;97;-28;28;59;45;88
1;38;-12;60;-33;49;17;-45;-92;59;3
1;-2;-15;23;8;-93;-14;-80;-7;42;-41
0;44;95;58;-20;100;-99;-51;94;-72;-56
0;-70;-99;92;25;-96;94;37;-30;-78;62
0;2;-10;43;30;70;95;43;62;-40;-63
0;-76;-90;25;60;-23;-71;-97;95;28;29
1;91;98;28;6;-77;49;-70;-39;-87;-4
0;33;97;18;-59;-95;-37;48;39;-17;-16
1;-53;51;36;-24;13;-20;-12;-12;85;-39
0;11;43;-68;89;-42;22;33;97;-96;56
0;14;88;64;-30;35;46;96;76;-57;52
0;-51;83;2;-13;50;93;-67;74;54;-90
0;-66;-85;21;-39;79;-52;-22;45;-32;-48
0;98;76;69;-49;-36;84;-86;-24;-8;9
1;32;27;-17;78;-55;-22;64;80;79;91
0;-21;-15;15;55;0;-25;84;-31;36;60
1;-29;93;81;59;-16;-60;69;76;15;32
1;-45;24;-40;82;81;-94;-77;-87;50;-20
0;-54;-54;17;-95;-41;3;-45;34;10;78
0;-45;-65;48;-55;54;62;-23;76;-84;-29
1;2;82;-75;-99;66;-90;81;-65;-97;83
1;-54;78;-84;44;-45;-8;-41;-13;47;80
1;-90;-42;-75;9;-75;-30;12;61;42;-52
0;54;-37;-17;45;-30;-8;55;-66;-9;20
0;31;1;72;15;4;72;-42;-83;-100;83
1;25;-74;-48;27;2;81;29;72;33;52
0;-61;-51;-6;77;86;-29;-36;51;-56;-99
1;9;49;18;-68;-35;-23;-15;-62;45;-65
1;-27;-70;68;17;74;53;63;4;-28;89
0;-54;15;87;-98;-1;38;81;51;-63;69
0;-37;66;56;-47;62;-2;33;6;-30;31
0;-96;24;99;-27;87;-94;-27;8;-38;-41
0;-41;-8;87;18;95;-21;19;-21;-93;-97
1;-38;-52;-7;73;-39;-2;72;71;-94;9
1;69;-59;59;-75;-22;-68;-99;-23;-28;-7
1;31;47;51;-54;-77;-20;23;95;-2;38
1;-68;87;-100;56;24;78;-51;-84;-52;91
1;59;98;31;-27;43;-24;68;-68;-52;22
0;48;12;63;-66;93;-14;-37;-77;-42;82
0;-80;46;-13;-24;13;-70;18;92;-60;17
1;40;64;-21;-39;-100;76;76;-45;-79;5
1;73;1;-89;62;-22;32;-93;27;-36;63
1;-95;10;88;-93;57;-54;72;85;-38;73
0;27;67;24;48;-97;-30;66;-60;-3;31
1;-66;8;67;-81;23;82;-65;62;-21;41
0;31;-10;52;24;34;-43;-72;69;-73;27
1;-48;-97;34;-12;-36;20;7;2;25;-1
0;59;-48;94;38;-86;59;100;99;-7;100
0;16;-47;-52;-15;93;14;-65;-36;48;49
0;-89;-57;46;75;-28;95;-41;39;26;-77
0;-34;-7;-99;-64;-44;74;-61;-34;-38;99
1;-48;-59;-28;95;1;-94;-21;35;-19;94
0;-97;32;-73;-5;31;77;-30;-88;-61;34
1;45;69;-93;-59;92;47;4;-2;64;-97
1;89;-37;-50;6;-39;-30;-22;51;49;33
0;-84;9;-6;93;-29;-34;-57;28;37;-53
0;28;49;25;64;31;38;41;-13;49;-26
0;-10;37;-23;21;45;-34;-71;-49;-52;54
1;53;75;-35;91;-18;-66;-66;-8;-3;22
0;-86;62;18;-1;-91;-36;14;27;75;8
1;-95;-25;-75;-46;36;15;-67;99;-6;5
0;95;-54;91;31;-86;29;-65;-30;-35;41
0;70;-21;-70;45;-44;10;-39;-91;9;29
0;-24;-44;-8;-59;25;34;29;-12;76;-52
1;-67;-65;34;65;-83;-17;-5;-41;-81;-36
0;77;-42;-16;-84;-56;75;-64;-11;40;56
1;-1;-22;14;-55;34;94;-1;51;-43;22
1;-96;-56;-4;17;94;-81;8;-86;-95;38
0;2;5;26;1;64;-60;49;85;-8;-74
0;-83;14;-35;18;0;15;-15;-27;0;46
1;-7;-100;-52;-9;29;75;-73;-53;94;89
0;-68;72;41;92;50;-44;27;74;98;88
1;-38;-81;17;64;-81;-57;8;-98;-85;20
1;8;65;86;-28;9;6;11;16;-85;-54
0;95;86;7;-58;-41;11;8;-72;11;57
1;47;23;87;99;21;-26;86;-50;42;48
0;-18;-35;-56;24;-38;-94;59;-87;7;-61
0;-12;-94;-3;-24;-7;20;-11;-60;39;-86
0;78;80;-29;-25;53;-78;-32;49;47;-11
1;9;-88;-66;55;-6;-49;98;-74;-31;67
1;-57;50;100;7;76;10;32;-71;0;79
1;-12;42;79;96;-32;-24;4;34;-97;-33
0;-56;-10;-45;-71;97;74;-52;47;-63;97
1;-35;-39;65;78;-16;6;-57;-40;76;-92
0;37;-74;-33;-27;82;80;74;89;53;-66
0;66;-18;16;-18;58;8;-34;-95;-19;33
1;-25;-90;8;-33;63;-6;33;13;-10;39
1;8;-42;-19;-39;41;-88;-20;92;-46;21
1;-69;-91;-56;13;-52;-61;14;98;0;71
0;-79;90;62;56;-1;92;-92;-39;-92;9
0;-3;39;-54;-37;-3;44;3;-95;35;72
0;-61;80;-53;83;71;-13;-54;44;73;-3
1;27;55;-24;-91;-41;39;-65;91;59;62
1;26;39;0;9;30;-25;4;-30;-44;-78
1;-55;11;-72;-51;-46;-48;100;-68;-84;-43
1;-84;79;-73;30;86;55;-31;-75;-55;3
1;-89;-8;99;29;76;48;-75;23;-70;-80
0;-12;-27;-93;-21;-20;-35;58;-80;-26;64
0;-11;-99;42;-55;-24;85;76;61;-57;4
1;66;24;-4;32;-66;66;-25;49;13;50
1;-88;-27;64;-21;75;20;34;56;46;-89
0;-18;9;57;-21;-21;52;61;83;15;-38
0;60;-69;-80;65;68;46;-31;68;-90;75
0;-100;-47;-55;-85;-9;23;-22;-94;16;79
1;36;93;-61;-15;-5;-39;-78;-56;-86;42
1;46;86;9;70;86;96;5;-66;-84;-84
1;-38;68;-12;98;-2;100;-41;-90;-99;19
1;-25;-26;2;-94;-32;-25;6;-12;-9;40
1;25;67;-46;-76;46;31;-9;51;-8;-25
0;-4;-79;7;57;-43;-52;81;44;-37;-86
1;-30;16;82;54;80;77;-30;8;-58;-24
1;32;-78;94;-17;-5;13;76;-17;48;-16
